QuizID,Category,Subtopic,Title,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"If PEAR is coded as REAP, TEAR as RATE, how is NEAT coded in that code?",ANTE,EANT,ETNA,TANE,TANE
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"If 1 means addition, 2 means subtraction, 3 means multiplication, and 4 means division, then what is the value of 8 3 4 2 1 10?",32,25,34,30,34
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"In a row of children, Ravi is 15th from the left and 9th from the right. How many children are there in the row?",23,24,25,22,23
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"A man walks 4 km towards North, turns right and walks 6 km. Then he turns right and walks 4 km. How far is he from the starting point?",10 km,8 km,6 km,12 km,6 km
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"Find the odd one out: 121, 144, 169, 196, 225.",121,144,169,196,144
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"If today is Monday, what day will it be after 45 days?",Wednesday,Friday,Sunday,Saturday,Wednesday
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"If 'A' is coded as 2, 'B' as 4, and so on, what is the code for 'CAB'?",246,628,824,244,246
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"If all roses are flowers and some flowers fade quickly, which of the following is definitely true?",All flowers are roses.,Some roses fade quickly.,No rose fades quickly.,All flowers fade quickly.,Some roses fade quickly.
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"Find the odd one out: 3, 5, 11, 18, 29",5,18,11,29,18
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"A man walks 5 km North, then turns right and walks 3 km. Which direction is he facing now?",South,West,East,North,East
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"In a certain code, FIGHT is written as VSRUF. How is PEACE written?",KVZXR,KVXZV,KVZXV,KVYXV,KVZXV
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"Which number comes next in the series: 2, 6, 12, 20, 30, ?",40,42,36,44,42
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"If the day before yesterday was Monday, what day will it be 3 days from today?",Saturday,Thursday,Monday,Sunday,Saturday
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"If P is the father of Q, and Q is the sister of R, what is R to P?",Son or daughter,Uncle,Cousin,Mother,Son or daughter
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"Find the missing term: ACE, EGI, IKM, __",MOP,MOQ,MNP,MOR,MOQ
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"If all squares are rectangles and all rectangles are parallelograms, which statement is true?",All parallelograms are rectangles.,All rectangles are squares.,All squares are parallelograms.,Some squares are rectangles.,All squares are parallelograms.
577426,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Medium Level Challenge,Medium,900,"Five friends are sitting in a row. A is to the left of B, but right of C. D is at the right end. Who is in the middle?",B,C,A,D,A
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,"Which word best completes the sentence?: 'He is a _______ player, but he never scores a goal.'",talented,good,cricket,defender,talented
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,"Choose the correct option to complete the sentence: 'By the time I _______ my homework, it was already midnight.'",finish,had finished,was finishing,am finishing,had finished
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,"Identify the correct sentence: 'The new employee _______ the project, but he didn't finish it.'",finish,starts,had started,will start,had started
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,Read the sentence carefully and choose the best option: 'My mother said that she _______ me a few hours ago.',will call,has called,had called,will call,had called
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,"Select the correct sentence: 'If I _______ you, I wouldn't buy that car.'",were,am,is,will be,were
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,Which of the following options correctly completes the sentence?: 'She _______ her teeth three times a day.',will brush,brushing,brushes,has brushed,brushes
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,"Choose the correct option to complete the sentence: 'I wish I _______ a car, but I can't afford one.'",was having,had,have,had,had
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,Choose the correct sentence: 'This is the book _______ I have been looking for so many days.',which,that,what,when,that
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,Read the sentence carefully and choose the best option: 'My parents always _______ me to do well in my studies.',encourage,has encouraged,encouraging,is encouraging,encourage
872568,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Easy Level Challenge,Easy,600,Select the correct sentence: 'The maths _______ was very difficult to solve.',question,answer,result,(rr,question
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"If Debbie's unique identification number is the first letter of her first name followed by the first letter of her last name and then the number for which month she was born, what is Debbie's unique identification number if she was born in December?",DJ12,DH12,DM12,DD12,DM12
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"The time in New York is 7 hours ahead of the time in Denver. If it is 9 AM in Denver, what time is it in New York?",3 PM,12 PM,4 AM,4 PM,4 PM
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,What is the sum of the interior angles of a triangle?,90,180,270,360,180
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"A snail is at the bottom of a 20-foot well. Each day, it climbs up 3 feet, but at night, it slips back 2 feet. How many days will it take for the snail to reach the top of the well?",18,20,22,28,18
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"The length and breadth of a rectangle are in the ratio 3:2. If the area of the rectangle is 48 square units, what is the length of the rectangle?",6,8,12,24,8
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,What is the value of x in the equation 3x - 2 = 14?,4,5,6,8,5
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"There are 15 students in a class. 3 students speak English, 5 speak Spanish, and 7 speak French. How many students speak only one language?",10,12,13,15,13
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"A bakery sells 480 loaves of bread per day. If they make a profit of $0.10 per loaf, what is their daily profit?",$40,$48,$50,$60,$48
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,A bus travels from point A to point B at an average speed of 40 km/h and returns from point B to point A at an average speed of 60 km/h. What is the average speed for the entire trip?,45,48,50,55,48
750638,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Hard Level Challenge,Hard,1200,"If it takes 5 machines 5 minutes to make 5 widgets, how many minutes will it take for 100 machines to make 100 widgets?",1,5,10,20,5
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,The cost of a certain item is $75. It is on sale at a 20% discount. What is the total cost of 3 such items?,$150,$150+3*10,210,$225-$45,$225-$45
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,"If a bakery is having a sale on bread where every 2 loaves cost $1, but there is a 10% tax on each loaf. What is the total cost of 5 loaves of bread?",$2.5+0.50,$2.50,$2.50+5*0.10,$5,$2.5+0.50
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,"A snail is at the bottom of a 20-foot well. Each day, it climbs up 3 feet, but at night, it slips back 2 feet. How many days will it take for the snail to reach the top of the well?",18,19,28,18,18
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,"A company has 800 employees, and the average salary of these employees is $4,000 per month. What is the total salary paid to the employees in a year?","3,840,000","$4,000*12*800",800*12*4000/100,$800*12*4000,"$4,000*12*800"
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,"Tom and Alex are planning a trip. Tom needs to save 20% of his income for the trip and Alex needs to save 30% of his income. If Tom earns $2,000 and Alex earns $1,500, how much will they have to save in total?",1000,"$2,000*0.2+$1,500*0.5",600,"$2,000*0.2+$1,500*0.3","$2,000*0.2+$1,500*0.3"
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,"There is a 20% discount on anything purchased from the store. A 20% tip is expected from the total cost after discount. If an item costs $100, what is the total cost paid?",$100+20,100+100*0.2-20,108,100+0.8*20,100+100*0.2-20
820175,Logical & Aptitude Reasoning,Verbal Ability,Verbal Ability - Medium Level Challenge,Medium,900,"If x = 3 and y = 5, what is the value of x^2 + y^2?",16,38,34,28,34
